	HypoPrepubertalDHT2	HypoPrepubertalDHT3	HypoPrepubertalDHT4	HypoPrepubertalCNT1	HypoPrepubertalCNT2	HypoPrepubertalCNT3	HypoPrepubertalCNT4
Ahctf1	0	0	1	1	0	0	0
Cdc42bpa	0	1	1	0	0	0	0
Coq8a	0	0	1	0	0	0	1
Psen2	1	1	0	2	0	1	0
Itpkb	1	2	1	0	1	0	2
Gm37033	1	0	0	1	0	0	0
Stum	0	3	0	0	0	0	0
Parp1	0	2	1	1	0	0	0
Gm8101	0	0	0	0	0	0	0
Acbd3	0	0	0	1	0	0	0
H3f3a	2	8	4	1	2	3	0
Sde2	0	0	0	1	0	0	0
Pycr2	0	4	0	1	0	0	0
Tmem63a	0	1	0	0	1	0	0
Ephx1	1	4	0	1	0	0	0
Nvl	0	0	2	1	1	0	0
Cnih4	1	3	3	1	2	0	1
Wdr26	0	1	0	0	0	2	0
A430110L20Rik	1	0	0	0	0	0	0
Rpl35a-ps2	1	0	0	0	1	1	3
Cnih3	0	0	0	0	0	1	0
Lbr	0	0	0	0	0	0	0
E0h	2	3	2	1	1	3	1
Gm38359	0	0	0	0	0	0	0
Srp9	2	3	0	1	2	3	0
Degs1	4	0	1	1	0	1	0
1700047M11Rik	0	0	0	0	0	0	0
Fbxo28	0	0	0	0	1	0	0
Trp53bp2	0	0	1	0	2	0	0
Capn2	1	0	1	0	0	0	0
Susd4	0	1	0	1	1	1	0
Disp1	0	0	0	0	0	0	0
Brox	1	0	0	1	0	0	0
Aida	0	0	0	0	0	1	0
Mia3	1	1	0	0	5	0	0
Taf1a	0	0	0	0	0	0	0
Gm38358	0	0	1	0	1	1	0
02-Mar	0	3	0	1	1	0	0
C130074G19Rik	0	0	0	0	0	0	0
Mark1	1	2	2	1	1	0	0
Rab3gap2	0	3	3	2	3	1	1
Iars2	1	1	1	0	1	1	0
Bpnt1	2	1	1	0	0	2	0
4930532G15Rik	0	0	0	0	0	0	0
Eprs	1	1	0	2	2	1	0
Slc30a10	1	1	0	0	1	0	0
Rrp15	0	0	0	0	0	0	0
Gpatch2	1	0	0	0	2	0	0
Gm37254	0	0	0	0	0	0	0
Esrrg	0	1	0	0	0	0	0
Kctd3	0	0	0	0	0	1	0
Kcnk2	0	1	0	0	0	2	0
Pdcd5-ps	0	0	0	0	0	1	1
Cenpf	0	0	0	0	0	0	0
Ptpn14	0	0	0	0	0	0	0
Smyd2	1	0	1	0	3	1	0
Prox1	0	0	0	0	4	0	1
Rps6kc1	0	1	0	0	0	0	0
Angel2	0	0	0	0	0	2	0
Flvcr1	0	0	0	0	1	0	0
Tatdn3	0	0	1	0	1	0	0
D730003I15Rik	0	0	0	0	1	0	0
Nenf	0	1	1	2	0	0	1
Tmem206	0	2	0	0	0	0	1
Ppp2r5a	2	3	0	0	2	3	0
Dtl	0	1	0	1	0	0	0
Ints7	1	1	0	0	0	2	0
Lpgat1	1	1	2	0	0	1	0
Slc30a1	0	0	1	0	0	0	0
Gstp-ps	0	0	0	0	2	0	0
Rcor3	0	0	0	0	0	0	0
Kcnh1	0	0	0	0	0	0	0
Syt14	0	1	0	0	0	0	0
Diexf	0	0	0	1	0	0	0
A130010J15Rik	0	0	0	0	2	0	0
Lamb3	0	0	0	1	0	0	0
Hsd11b1	1	0	0	0	0	0	0
G0s2	1	0	0	0	1	0	0
Camk1g	0	1	1	0	1	1	0
Plx02	1	0	0	1	0	1	0
Cd34	0	2	0	0	0	0	0
A330023F24Rik	0	1	1	0	0	0	1
Cr1l	0	0	0	0	0	0	0
Cr2	0	0	0	0	0	0	0
Fam171a1	0	2	0	0	0	0	0
Nmt2	0	2	2	0	0	0	1
Rpp38	0	0	0	0	1	1	0
Meig1	0	1	0	0	1	0	0
Dclre1c	0	0	0	0	0	0	0
Hspa14	0	1	0	0	1	1	0
Fam107b	0	0	2	0	0	0	0
Frmd4a	0	2	0	1	0	0	0
1700080N15Rik	0	0	0	0	1	0	0
Prpf18	0	2	0	0	1	0	0
Sephs1	2	0	0	0	1	0	0
Phyh	1	1	0	2	2	0	0
Gm13194	0	1	1	0	0	0	1
Gm13192	0	1	0	0	1	0	0
Optn	0	0	1	0	0	0	0
Ccdc3	0	2	0	0	0	0	1
Camk1d	0	0	0	0	0	0	0
Gm13216	0	0	0	0	0	0	0
Cdc123	3	2	8	4	3	9	1
Nudt5	0	1	0	1	0	0	0
Sec61a2	2	0	0	0	1	0	0
Upf2	0	1	1	1	2	1	0
Proser2	0	0	0	0	0	0	0
Echdc3	0	1	0	0	0	0	0
Usp6nl	0	0	0	1	0	0	0
Celf2	0	1	1	1	0	1	0
Gm26315	0	0	1	1	2	0	1
Taf3	0	0	0	0	0	0	0
Atp5c1	8	16	8	8	13	9	3
Kin	0	1	2	0	0	1	0
Itih2	0	0	0	0	0	0	0
Itih5	0	1	0	0	1	2	0
Pfkfb3	0	1	0	0	1	0	0
Rbm17	2	1	0	2	0	2	1
Il15ra	1	0	0	0	1	0	0
Fbxo18	0	0	0	0	0	0	0
Ankrd16	0	0	1	0	0	0	0
Mindy3	0	1	0	0	1	1	0
Pter	0	0	0	0	0	0	0
C1ql3	0	0	1	0	0	1	0
Rsu1	0	1	0	0	0	1	0
Vim	0	5	6	2	0	5	0
St8sia6	0	0	0	0	1	0	0
Hacd1	2	0	0	0	0	0	0
Stam	0	0	0	0	0	2	0
Mrc1	0	0	0	0	0	1	0
Slc39a12	0	0	0	1	0	0	0
Cacnb2	0	0	1	0	0	0	0
Gm13268	0	0	0	0	0	0	0
Nsun6	0	0	0	0	0	0	0
Arl5b	0	0	0	0	0	0	0
Plxdc2	0	0	0	0	0	0	0
Nebl	0	0	1	1	2	0	0
Mllt10	0	0	0	0	0	0	1
D0jc1	0	1	1	1	1	0	1
Commd3	0	3	3	3	0	1	2
Pip4k2a	0	0	0	0	1	0	0
Msrb2	1	1	0	1	0	1	1
Etl4	1	0	0	1	0	0	0
Arhgap21	2	0	0	0	1	1	0
Gpr158	1	1	0	1	0	0	1
Gm13341	1	1	0	2	2	1	3
Gm13340	5	5	2	1	2	0	2
Gm13339	1	4	3	1	0	6	7
Gad2	0	1	0	0	0	1	0
Apbb1ip	0	0	0	0	0	0	0
Pdss1	1	0	0	0	0	0	0
Abi1	2	5	1	3	0	1	0
Acbd5	0	1	0	1	0	0	1
Yme1l1	3	2	0	0	2	1	1
Spopl	0	0	0	0	0	0	0
Hnmt	0	0	0	0	0	0	0
Psd4	0	0	0	0	0	0	0
Cac01b	1	1	0	1	0	1	0
Ehmt1	1	4	0	1	2	0	0
Arrdc1	0	1	1	0	0	0	0
Zmynd19	0	0	0	0	0	0	0
Dph7	1	0	1	1	0	0	1
Mrpl41	1	4	3	2	4	1	2
Pnpla7	0	0	0	0	1	0	0
Gm13370	1	0	0	0	0	0	0
Gm13369	0	0	0	0	0	0	0
Nsmf	2	3	1	3	3	2	1
Nrarp	0	1	0	1	0	0	0
Nelfb	0	1	0	0	0	1	0
Tubb4b	4	10	6	4	5	9	3
Rnf208	2	2	0	1	2	1	1
Tmem203	0	0	2	0	0	0	0
Tprn	0	0	1	0	0	0	0
Ss01	0	2	4	0	5	0	1
A0pc2	1	1	1	2	0	0	0
Grin1	1	1	1	1	3	1	0
Man1b1	0	1	0	0	1	1	0
Dpp7	0	1	0	0	3	0	2
Uap1l1	0	0	0	0	0	1	0
Npdc1	3	1	1	2	3	0	2
Abca2	1	2	2	2	3	2	0
Paxx	0	0	0	0	1	0	0
Ptgds	20	5	5	5	5	5	2
Fbxw5	8	5	5	10	5	8	3
Traf2	0	1	0	0	0	0	0
Edf1	6	7	7	4	6	4	1
Phpt1	0	0	1	0	1	1	1
Gm996	0	1	0	0	0	1	0
Rabl6	1	1	0	0	1	0	0
Tmem141	0	0	0	1	2	0	0
Bmyc	7	6	4	1	5	0	1
Kcnt1	2	1	0	0	0	2	0
Camsap1	0	0	2	3	0	0	0
Ubac1	1	1	1	0	1	0	0
0cc2	2	1	1	1	1	2	0
Tmem250-ps	1	1	2	0	0	0	0
Qsox2	0	0	0	0	0	0	0
Ccdc187	0	0	0	0	0	0	0
Gpsm1	0	0	0	1	2	0	2
Dnlz	0	2	1	1	1	2	0
S0pc4	0	0	0	0	0	0	0
Sdccag3	0	0	1	0	0	0	0
Pmpca	0	1	2	2	3	1	1
Sec16a	2	0	1	1	3	0	0
Notch1	1	0	0	2	0	0	0
Egfl7	2	0	1	1	1	1	0
Agpat2	0	1	1	0	1	0	0
Fam69b	1	0	0	0	2	1	0
Surf6	0	0	0	0	0	0	0
Med22	1	0	0	0	0	1	0
Rpl7a	7	9	4	4	4	4	2
Surf1	1	3	6	4	7	2	0
Surf2	1	1	0	0	0	0	0
Surf4	2	5	2	0	3	2	0
Rexo4	0	1	1	0	0	0	0
Cacfd1	0	0	0	1	0	1	1
Slc2a6	1	0	0	0	1	2	0
Adamtsl2	0	0	0	0	0	1	0
Fam163b	0	0	0	1	1	2	0
Sardh	0	1	1	0	0	1	0
Vav2	0	0	0	0	0	1	1
Brd3os	0	0	1	0	0	1	0
Brd3	0	1	2	1	1	0	1
Wdr5	0	0	0	1	0	0	1
Rxra	1	2	2	2	2	2	1
Col5a1	0	0	0	1	1	2	0
Olfm1	2	0	3	0	2	0	0
Ppp1r26	0	0	0	0	0	0	1
Mrps2	0	0	1	0	1	0	0
Rpsa-ps9	0	3	0	1	0	0	0
Ralgds	1	1	1	0	1	2	1
Gtf3c5	0	0	1	0	0	1	0
Tsc1	0	0	0	1	2	1	0
Gtf3c4	0	0	0	0	0	0	0
Ddx31	1	0	0	1	0	0	0
Gm13394	1	2	2	2	2	0	1
Ttf1	1	0	0	0	0	1	0
Setx	0	0	0	2	0	0	0
Med27	0	1	1	0	1	2	0
Rapgef1	0	3	0	1	0	0	0
Trub2	0	0	0	1	2	0	0
Coq4	0	0	1	0	0	0	1
Slc27a4	0	3	3	2	1	0	0
Urm1	0	1	1	0	0	0	0
Mir219a-2	3	1	1	0	0	0	0
Cercam	0	0	0	0	0	0	0
Odf2	0	0	0	1	0	1	0
Gle1	1	1	1	0	1	2	0
Sptan1	3	4	5	1	3	2	1
Wdr34	0	0	0	0	0	0	0
Set	2	2	1	1	3	1	2
Zdhhc12	0	0	0	0	0	0	0
Zer1	2	1	0	0	0	1	0
Tbc1d13	0	2	0	1	0	0	0
Endog	0	0	2	0	1	0	0
Spout1	0	0	0	0	0	1	0
Kyat1	0	0	0	0	0	1	0
Lrrc8a	0	1	1	0	0	0	0
Dolk	0	0	1	0	0	1	2
Nup188	0	1	0	0	1	0	0
Sh3glb2	1	4	0	1	4	2	0
Miga2	1	0	0	0	0	0	0
Dolpp1	0	0	0	0	1	1	0
Crat	0	0	1	0	1	0	0
Ptpa	1	6	5	7	3	2	1
Ntmt1	1	0	1	1	1	2	0
Asb6	1	0	0	1	0	0	0
Ptges	0	1	0	0	0	1	0
Tor1b	0	1	0	0	0	0	0
Tor1a	0	0	0	1	0	1	0
BC005624	1	0	1	1	5	1	5
Usp20	1	0	1	0	0	1	0
Fnbp1	0	0	1	2	0	1	0
D330023K18Rik	2	0	0	4	1	3	1
Gpr107	0	3	0	1	1	0	0
Ncs1	2	3	3	3	1	3	0
Ass1	0	0	1	1	2	3	1
Fubp3	0	0	0	0	1	1	0
Exosc2	1	0	1	0	1	0	0
Abl1	1	0	0	1	0	0	0
Lamc3	0	1	0	0	0	0	0
Aif1l	0	2	0	1	0	0	0
Nup214	0	0	0	1	1	0	1
Fam78a	0	1	0	0	0	0	0
Plpp7	1	1	0	0	0	0	0
Prrc2b	1	3	3	1	1	3	0
Pomt1	0	0	0	1	1	0	0
Uck1	1	1	0	1	1	1	0
Gm13611	0	1	0	0	0	0	0
Swi5	2	12	6	4	9	8	1
Golga2	1	0	2	1	2	0	0
Dnm1	3	1	0	1	2	0	0
Ciz1	0	2	0	0	1	1	0
1110008P14Rik	7	2	4	3	3	1	1
Lcn2	0	1	0	1	1	2	0
Ptges2	0	1	1	0	1	0	0
Slc25a25	1	0	0	3	1	0	0
Fam102a	0	0	0	0	0	0	0
Dpm2	6	0	0	2	1	2	1
St6gal0c4	1	0	0	0	0	1	0
St6gal0c6	1	2	2	0	0	0	0
Ak1	2	2	2	0	8	2	0
Eng	0	1	0	0	0	0	0
Fpgs	0	0	0	0	0	0	0
Cdk9	0	1	0	0	0	0	0
Sh2d3c	0	0	1	0	0	0	1
Ttc16	0	1	0	0	0	0	0
Tor2a	0	1	0	0	0	0	0
Ptrh1	0	0	0	0	0	0	0
Stxbp1	5	10	5	0	5	3	1
Fam129b	0	0	0	0	0	0	1
Lrsam1	0	1	0	0	0	0	1
Rpl12	5	8	4	3	7	10	0
Slc2a8	0	0	0	0	1	0	0
Garnl3	0	0	0	0	1	0	0
Ralgps1	1	1	0	0	1	0	0
Angptl2	1	2	0	1	0	0	1
Zbtb34	0	0	0	1	1	0	0
Zbtb43	0	0	0	0	0	0	0
Mvb12b	0	3	1	1	0	1	0
Pbx3	1	1	0	0	1	0	1
Mapkap1	0	0	0	1	0	0	0
Gm13408	0	0	2	1	0	0	0
Gapvd1	1	1	1	0	1	1	0
Hspa5	2	12	3	12	11	8	3
Rabepk	1	1	0	1	1	0	1
Fbxw2	0	0	0	0	0	0	1
Psmd5	0	3	0	0	3	0	1
Traf1	0	1	0	0	0	0	0
Cntrl	1	0	0	0	0	0	0
Rab14	2	0	2	2	4	3	1
Gsn	5	11	4	3	6	10	5
Stom	0	2	0	0	0	0	0
Dab2ip	1	0	0	0	0	0	0
Ttll11	0	0	1	0	1	0	0
Ndufa8	6	7	8	11	6	9	2
Rbm18	0	1	0	0	0	0	0
Mrrf	0	1	0	1	1	0	0
Ptgs1	0	0	0	0	0	0	0
Gm13436	1	0	0	1	0	0	0
Pdcl	0	0	0	2	1	0	0
Rc3h2	0	0	0	0	0	2	0
Zbtb6	0	0	0	0	0	0	0
Rabgap1	0	1	0	1	1	1	0
Strbp	1	1	1	1	0	1	0
Dennd1a	2	1	0	1	1	0	0
Lhx2	1	0	0	0	0	0	0
Nek6	0	1	0	0	0	0	0
Psmb7	4	4	1	3	4	2	0
Nr5a1	0	2	0	1	0	0	0
Nr6a1	0	0	0	0	0	1	0
Wdr38	0	0	0	0	0	0	0
Rpl35	34	48	43	28	51	43	17
Arpc5l	2	1	2	2	1	5	0
Golga1	0	0	0	0	2	1	0
Scai	1	1	0	2	0	0	0
Ppp6c	0	0	0	0	0	0	0
Gm13456	1	1	0	3	1	1	0
Lrp1b	0	0	1	0	1	0	0
Arhgap15	0	0	0	0	0	0	0
Gtdc1	1	0	0	1	0	0	0
Zeb2	1	2	0	1	1	1	0
Orc4	0	0	1	1	1	0	0
Mbd5	0	0	0	0	2	1	1
Gm13509	2	0	1	0	0	0	1
Epc2	0	0	0	0	0	1	0
Kif5c	5	2	6	1	7	2	1
Mmadhc	2	1	0	0	0	0	0
Gm13498	1	1	0	0	3	1	0
Rnd3	0	0	0	0	1	0	0
Gm13493	0	0	0	0	3	0	0
Rbm43	0	0	1	1	0	0	1
Nmi	0	1	1	0	0	0	0
Tnfaip6	0	0	0	0	0	0	0
Rif1	0	0	0	1	1	0	0
Neb	0	0	2	0	0	0	0
Arl5a	0	1	0	0	2	0	0
A430018G15Rik	1	0	0	0	1	0	0
Cacnb4	2	0	0	1	1	1	0
Bloc1s2-ps	0	0	0	0	1	0	1
Stam2	0	0	0	0	1	0	0
Fmnl2	0	2	0	0	0	0	0
Prpf40a	0	0	0	2	1	2	0
Arl6ip6	0	0	0	0	0	1	0
Gm13502	0	0	0	0	0	0	0
Rprm	0	0	4	2	1	0	0
Kcnj3	0	0	0	0	0	1	0
Nr4a2	0	0	0	0	0	1	0
Gpd2	1	0	0	1	0	2	0
Ermn	1	0	0	1	1	0	0
Cytip	0	0	0	0	0	2	0
Acvr1c	0	0	0	0	0	0	0
Upp2	0	0	1	1	0	0	0
Pkp4	0	0	0	0	0	0	0
Tanc1	0	0	0	0	1	0	0
Wdsub1	0	0	0	0	1	0	0
Baz2b	1	1	0	1	1	0	0
07-Mar	0	2	2	1	1	0	0
Cd302	0	1	2	1	1	1	0
Rbms1	0	4	1	4	3	1	0
Tank	0	0	0	0	1	0	0
Psmd14	2	0	1	3	3	1	1
Slc4a10	0	0	0	1	0	0	0
Ifih1	0	1	0	0	0	0	0
Gca	0	0	0	0	0	1	0
Kcnh7	0	0	1	0	0	0	0
Grb14	1	4	0	1	1	2	0
Cobll1	0	0	0	1	0	0	0
Scn3a	0	0	1	0	0	0	0
Scn2a	0	0	0	1	0	0	0
Csrnp3	2	3	0	2	2	0	0
Ttc21b	0	1	0	0	0	0	1
Scn1a	0	0	0	0	0	0	0
Gm13629	2	0	1	0	0	0	0
Scn9a	0	0	1	0	0	1	0
Scn7a	0	0	0	0	0	0	0
Stk39	1	2	0	2	1	0	0
Cers6	0	0	1	0	1	0	0
Nostrin	0	1	0	0	0	0	0
Spc25	1	0	0	0	0	0	0
Bbs5	0	0	0	1	0	0	0
Fastkd1	0	0	0	0	0	1	0
Ppig	2	2	1	2	3	0	0
Gm13623	0	0	0	0	0	0	0
Phospho2	1	0	1	0	0	1	0
Klhl23	0	1	0	0	0	1	0
Ssb	0	2	0	1	3	0	1
Mettl5	0	2	0	0	0	1	0
Ubr3	0	2	0	0	1	2	0
Rpl9-ps7	2	4	2	1	3	3	1
Gad1	5	5	0	1	1	3	0
Gorasp2	0	1	2	1	1	0	0
Tlk1	0	0	0	0	1	0	0
Dcaf17	0	2	0	1	0	1	0
Dync1i2	5	4	4	4	9	2	1
Slc25a12	0	1	0	1	0	0	1
Hat1	0	0	1	1	1	0	0
Metap1d	0	2	1	0	1	1	0
Dlx1	0	0	0	0	1	0	0
Itga6	0	0	0	0	0	0	0
Pdk1	1	1	0	1	0	0	0
Rapgef4	1	1	0	0	0	1	0
Sp3	0	3	0	0	0	0	0
Sp3os	0	0	1	0	0	0	0
Ola1	3	0	0	0	2	4	0
Cir1	0	0	0	1	0	0	0
Gpr155	0	0	0	0	0	0	1
Wipf1	0	0	0	0	1	0	0
Chn1	0	0	0	2	3	2	0
Atf2	2	1	2	0	1	1	0
Atp5g3	13	13	7	6	18	6	3
Lnpk	0	0	0	0	1	0	0
Mrpl23-ps1	0	0	1	0	1	0	0
Hoxd9	0	1	0	0	0	1	0
Hoxd8	0	0	0	0	0	0	0
Mtx2	0	0	0	0	0	0	0
Rps6-ps4	0	0	1	0	1	1	0
Hnrnpa3	0	5	3	1	2	3	0
Nfe2l2	0	1	2	0	1	1	0
Agps	0	0	0	0	0	0	1
Ttc30a1	0	1	0	0	0	0	0
Pde11a	0	0	1	1	0	0	0
Osbpl6	0	2	0	0	1	1	0
Prkra	0	0	1	1	0	0	1
Fkbp7	0	0	0	1	0	0	0
Plekha3	0	1	0	0	0	1	0
Ttn	0	0	1	0	0	0	0
Sestd1	1	0	0	1	0	0	0
Zfp385b	0	0	0	0	0	0	0
Cwc22	0	0	0	0	0	0	0
Ube2e3	0	0	0	0	0	0	0
Ssfa2	0	0	0	0	0	0	0
Pde1a	0	1	1	1	0	0	0
D0jc10	0	0	1	1	2	3	0
Frzb	0	0	0	0	1	0	0
Nckap1	1	1	1	1	2	0	0
Dusp19	0	0	0	1	1	0	0
Nup35	1	0	1	0	0	0	0
Gm4735	0	0	0	1	1	1	0
Gm13680	0	0	0	0	0	2	0
Zc3h15	0	5	1	2	2	1	1
Itgav	1	1	0	2	0	0	0
Fam171b	2	0	0	0	2	1	0
Calcrl	0	0	0	0	0	0	0
Tfpi	0	1	0	0	1	0	0
Ctnnd1	0	1	0	0	0	0	0
Selenoh	1	3	3	0	1	1	2
Tmx2	1	2	1	1	2	2	1
Med19	0	0	0	0	0	0	0
Zdhhc5	1	1	0	0	0	0	0
Clp1	1	0	0	0	0	1	0
Ypel4	0	2	0	0	1	0	0
Gm19426	0	0	0	0	0	0	1
Serping1	1	1	0	0	1	0	0
Ube2l6	0	0	1	0	0	1	0
Timm10	2	1	1	0	3	0	1
Slc43a3	0	0	0	0	0	0	0
Ssrp1	1	1	2	1	1	2	0
Tnks1bp1	0	0	1	1	0	0	0
Olfr1033	0	0	0	0	0	0	0
Ptprj	1	0	0	0	1	0	0
Nup160	0	0	0	1	1	0	0
Fnbp4	0	1	0	0	0	0	0
Mtch2	0	2	3	3	5	3	1
C1qtnf4	0	1	0	0	1	1	0
Ndufs3	3	0	2	4	3	2	3
Kbtbd4	0	0	1	0	0	0	1
Ptpmt1	0	0	1	0	0	0	0
Celf1	1	0	0	0	1	0	1
Psmc3	5	8	5	4	5	4	4
Slc39a13	0	1	0	0	2	0	0
Madd	0	0	3	6	5	2	0
Nr1h3	0	1	0	0	0	0	0
Acp2	0	1	3	0	0	0	0
A330069E16Rik	0	0	0	0	0	1	0
Pacsin3	0	0	0	0	0	0	0
Arfgap2	3	7	1	1	4	1	1
1110051M20Rik	1	0	1	1	5	5	1
Lrp4	4	0	0	0	0	0	0
Ckap5	1	2	0	0	0	1	0
Zfp408	0	1	1	0	0	0	0
Arhgap1	0	2	0	1	0	0	1
Atg13	0	2	1	2	2	2	0
Harbi1	0	0	1	1	0	0	0
Ambra1	0	1	1	0	2	1	0
Mdk	3	0	1	1	1	1	2
Dgkz	1	1	0	0	1	0	0
Phf21a	0	2	1	0	2	2	0
Large2	0	0	0	1	0	0	0
Pex16	1	0	2	1	1	0	0
Mapk8ip1	9	6	7	8	9	5	2
Cry2	0	0	0	0	1	2	0
Slc35c1	0	0	0	0	0	0	0
Chst1	0	1	2	0	5	1	1
Syt13	1	1	2	2	1	0	0
Prdm11	0	0	0	0	0	2	0
Trp53i11	1	2	0	0	0	0	1
Tspan18	0	0	0	0	1	0	1
Cd82	2	1	2	1	2	0	0
Ext2	0	1	1	0	1	0	0
Alkbh3	0	0	0	1	1	0	0
Hsd17b12	3	1	3	0	2	1	1
Mir670hg	0	0	0	1	0	1	0
Ttc17	0	0	0	1	1	0	0
2810002D19Rik	1	0	0	0	0	0	0
Api5	1	1	0	1	0	0	0
Lrrc4c	1	0	2	0	0	0	0
Gm10801	2	0	0	0	0	0	0
Gm10800	1	1	0	0	1	1	0
B230118H07Rik	1	1	0	3	1	2	2
Traf6	0	0	0	0	0	0	0
Prr5l	1	0	0	0	1	0	0
Commd9	3	4	0	1	2	2	0
Trim44	0	0	0	0	0	0	0
Fjx1	0	1	1	0	1	1	0
Slc1a2	0	6	3	2	6	6	2
Cd44	0	0	0	0	1	0	0
Pdhx	0	1	0	1	1	0	0
Apip	0	0	1	0	2	0	1
Ehf	0	0	0	1	1	0	0
Cat	1	1	0	0	1	0	1
Abtb2	0	0	0	0	0	1	0
0t10	0	1	0	1	1	0	0
Caprin1	1	1	0	0	1	1	2
Lmo2	0	0	0	0	0	0	0
Fbxo3	0	1	0	0	1	0	1
Cd59b	0	0	0	0	0	0	0
Cd59a	0	0	0	1	0	1	0
D430041D05Rik	0	2	0	0	0	1	0
Gm13882	0	0	0	0	1	1	2
Hipk3	1	0	0	1	0	0	1
Cstf3	0	0	2	0	1	2	0
Tcp11l1	0	0	0	0	0	0	0
Qser1	0	0	0	1	0	0	0
Eif3m	1	1	2	1	2	0	0
Wt1	0	0	0	0	0	0	0
Rcn1	0	1	0	0	0	0	0
Rpl10-ps1	1	0	0	0	0	0	0
Elp4	0	0	0	1	0	1	0
Immp1l	2	3	0	0	0	1	0
D0jc24	1	0	0	0	1	0	0
Mpped2	1	0	0	1	1	0	0
Arl14ep	0	1	0	1	1	0	0
Gm13910	1	0	1	0	0	0	0
Mettl15	0	0	1	0	0	0	0
Bdnf	1	0	1	1	1	1	0
Lin7c	0	1	1	1	1	0	0
Lgr4	0	0	0	0	0	0	0
Ccdc34	1	0	0	1	2	0	1
Muc15	0	0	0	0	0	0	0
Lpcat4	1	0	0	1	0	0	0
Nop10	2	8	1	3	0	3	0
Slc12a6	0	1	0	0	0	0	0
Emc4	5	3	5	8	6	5	1
Katnbl1	1	0	0	0	0	0	0
Emc7	4	4	7	4	7	2	3
Aven	0	0	0	0	0	0	0
Scg5	5	6	10	4	7	5	1
Arhgap11a	0	0	0	0	0	0	0
Gm21596	0	0	0	0	0	0	0
Aqr	1	0	0	0	0	1	0
Zfp770	0	0	0	1	0	0	0
Dph6	0	0	0	0	0	0	0
Meis2	1	1	0	0	0	0	0
Spred1	0	1	1	0	0	0	0
Fam98b	0	2	0	1	1	1	0
Rasgrp1	0	0	0	0	0	0	0
Thbs1	2	1	0	0	0	0	0
Eif2ak4	0	2	1	0	0	1	0
Srp14	3	9	5	4	7	5	1
Bmf	0	0	0	0	0	0	0
Pak6	1	0	0	0	0	0	0
I0fm2	0	0	0	0	0	0	1
A430105I19Rik	0	0	0	0	1	0	0
Disp2	3	2	2	2	5	4	2
Ivd	1	1	4	3	2	0	0
Bahd1	0	0	0	0	0	0	0
Ccdc32	0	0	1	2	4	3	0
Rmdn3	1	1	1	0	0	1	1
Gchfr	0	1	0	0	0	1	0
D0jc17	0	1	0	1	1	0	1
Gm14138	0	1	0	0	0	0	0
Zfyve19	1	2	1	0	1	0	2
Rhov	0	1	1	0	0	0	0
Vps18	1	2	0	0	0	1	0
Chac1	0	0	0	1	0	0	0
Chp1	0	1	0	1	0	2	2
1700020I14Rik	3	0	2	2	0	0	0
Nusap1	0	1	0	0	1	0	0
Ndufaf1	2	1	0	0	0	1	0
Rtf1	0	5	3	2	2	2	1
Rpap1	0	0	0	0	0	0	0
Tyro3	0	0	2	1	0	2	0
Mga	1	1	0	0	1	0	1
Mapkbp1	0	1	0	2	0	1	0
Ehd4	1	0	0	1	0	1	0
Vps39	1	0	2	0	1	0	1
Tmem87a	0	0	0	0	0	0	0
Ganc	0	0	0	0	0	0	0
Zfp106	1	1	2	0	1	0	0
Gm26899	0	0	1	0	0	1	1
S0p23	0	1	0	1	0	1	0
Lrrc57	0	0	0	0	1	0	0
Haus2	0	1	0	1	0	0	0
Stard9	0	2	0	0	1	0	0
Cdan1	2	1	0	0	0	0	0
Ttbk2	0	1	3	0	0	0	0
Ubr1	0	2	0	0	1	0	0
Ccndbp1	1	1	0	2	1	1	0
Adal	0	0	0	0	0	0	0
Tubgcp4	0	0	0	0	0	0	0
Trp53bp1	0	2	1	4	2	3	0
Map1a	5	2	3	5	6	4	1
Ppip5k1	1	2	1	0	1	0	0
Ckmt1	3	3	4	1	0	3	1
Pdia3	1	4	1	2	3	6	0
Serf2	2	4	5	5	3	6	0
Hypk	0	0	0	0	0	0	1
Mfap1b	0	2	0	1	1	0	0
Gm14017	0	0	1	0	0	0	0
Mfap1a	0	0	0	2	1	1	0
Frmd5	0	2	0	2	1	1	0
Casc4	0	0	0	0	0	0	1
Ctdspl2	0	1	1	0	0	0	0
Eif3j1	1	3	0	1	0	1	0
Spg11	0	0	0	0	1	0	0
B2m	9	13	3	10	5	4	1
Sord	0	0	0	0	0	0	0
Gatm	2	0	2	0	2	2	1
Slc30a4	0	0	0	3	0	1	0
Bloc1s6	0	1	0	0	0	0	0
Sqor	0	0	1	0	0	1	0
Sema6d	0	0	0	1	0	1	2
Slc24a5	0	1	1	0	1	0	0
Myef2	0	0	0	0	0	0	0
Gm14004	0	0	0	0	0	0	0
Ctxn2	1	0	1	0	0	0	0
Dut	1	0	0	0	1	2	1
Fbn1	0	0	0	0	0	0	0
Eid1	1	3	1	1	1	2	1
Secisbp2l	0	2	0	1	0	1	0
Cops2	1	0	0	0	1	0	0
Galk2	0	3	0	0	2	0	0
Dtwd1	0	0	0	0	0	0	0
Hdc	0	0	1	1	0	1	1
Usp8	1	1	0	0	1	0	0
Usp50	0	0	1	0	0	0	0
Trpm7	0	0	0	0	1	1	0
Sppl2a	0	2	0	0	1	0	0
Ap4e1	0	1	0	0	0	0	0
